question	answer
That is just the altitude change, I think.	Whatever it is, It hurts.
Whatever it is, It hurts.	Cannot you take medicine or something for it?
Cannot you take medicine or something for it?	I have tried everything, But nothing works.
I have tried everything, But nothing works.	Have you tried earplugs?
Have you tried earplugs?	They do not work, Either.
They do not work, Either.	Well, Be glad you're not a pilot.
Spring break starts tomorrow.	Are you going to go anywhere?
Are you going to go anywhere?	I was thinking of driving to arizona.
I was thinking of driving to arizona.	To the grand canyon?
To the grand canyon?	Yes. I have never been there.
Yes. I have never been there.	I was there when i was a kid.
I was there when i was a kid.	How did you like it?
How did you like it?	I loved it. I still remember how amazing it was.
I loved it. I still remember how amazing it was.	I am sure I will like it, Too.
I am sure I will like it, Too.	You should try riding amule on a trail to the bottom.
You should try riding amule on a trail to the bottom.	No way! I do not want to fall to my death.
No way! I do not want to fall to my death.	Do not worry. Only one person has ever fallen off amule.
That hotel was terrible.	The worst in the whole world.
The worst in the whole world.	The walls were so thin.
The walls were so thin.	All day long we heardtvs or telephones.
All day long we heardtvs or telephones.	All night long we heard people snoring.
All night long we heard people snoring.	Housekeeping did not give us fresh towels.
Housekeeping did not give us fresh towels.	Room service brought us a cold dinner.
Room service brought us a cold dinner.	Our nonsmoking room stunk of cigarette smoke.
Our nonsmoking room stunk of cigarette smoke.	Our room was right next to the elevator and the ice machine.
Our room was right next to the elevator and the ice machine.	They added phony charges to our bill.
They added phony charges to our bill.	How did we end up in that terrible hotel?
How did we end up in that terrible hotel?	The travel agent gave us a 50-percent discount!
I have to hang up. I am so sleepy.	It is not even 10 o'clock.
It is not even 10 o'clock.	I am falling asleep on the phone.
I am falling asleep on the phone.	You got up real early.
You got up real early.	I had to take my friend to the airport.
I had to take my friend to the airport.	Why did not you take a nap when you got home?
Why did not you take a nap when you got home?	I did not get home until 30 minutes ago.
I did not get home until 30 minutes ago.	Why is that?
Why is that?	There was a bomb threat at the airport.
There was a bomb threat at the airport.	Only a threat?
Only a threat?	Yes, But i was stuck there all day while they looked for the bomb.
Yes, But i was stuck there all day while they looked for the bomb.	Someday the bomb is going to be for real.
My dad went to washington,D. C.	Why did he do that?
Why did he do that?	He was invited, Along with about 90 other veterans.
He was invited, Along with about 90 other veterans.	Who invited them?
Who invited them?	Some private organization.
Some private organization.	Why did they invite him?
Why did they invite him?	To thank him and all the other soldiers who served in world war ii.
To thank him and all the other soldiers who served in world war ii.	That is very nice.
That is very nice.	My dad got to see the beautiful new world war ii monument.
My dad got to see the beautiful new world war ii monument.	That trip must have cost a lot of money.
That trip must have cost a lot of money.	He said all the money came from private donations.
That was a great trip to washington,D. C.	Tell me about it, Dad.
Tell me about it, Dad.	About 90 of us world war ii veterans got on the plane at 8 a.M.
About 90 of us world war ii veterans got on the plane at 8 a.M.	How long was the flight?
How long was the flight?	It only took about two hours.
It only took about two hours.	Did you take pictures at the world war ii monument?
Did you take pictures at the world war ii monument?	Oh, Yes. We all took lots of pictures.
Oh, Yes. We all took lots of pictures.	Then you flew back home that evening?
Then you flew back home that evening?	Yes. When we landed,Tv reporters and the army band were there.
Yes. When we landed,Tv reporters and the army band were there.	That must have made you feel really special.
That must have made you feel really special.	Oh, It did. There were about 300 people there to honor us.
Oh, It did. There were about 300 people there to honor us.	Well, You all deserve it. You helped save our country.
I need a job.	I thought you had a job.
I thought you had a job.	I did.
I did.	What happened?
What happened?	I got laid off.
I got laid off.	That is terrible! When did it happen?
That is terrible! When did it happen?	I got laid off last week.
I got laid off last week.	Just you?
Just you?	No, Ten of my coworkers got laid off, Too.
No, Ten of my coworkers got laid off, Too.	What are you going to do?
What are you going to do?	I am looking in the newspaper for a job.
I am looking in the newspaper for a job.	Good luck!
Before you go to that interview, Check yourself.	What is to check?
What is to check?	Are your nails clean?
Are your nails clean?	Yes, They are.
Yes, They are.	Did you double-check your nose and teeth?
Did you double-check your nose and teeth?	They are clean, Too.
They are clean, Too.	Did you shine your shoes?
Did you shine your shoes?	My shoes are shined.
My shoes are shined.	Do your socks match?
Do your socks match?	Of course they match.
Of course they match.	No, They do not. One is black and one is dark blue.
No, They do not. One is black and one is dark blue.	Yikes! Thank you.
Life is hard.	It sure is.
It sure is.	I thought school was hard.
I thought school was hard.	Me, Too. I couldn't wait to graduate.
Me, Too. I couldn't wait to graduate.	But now work is hard, Too.
But now work is hard, Too.	I agree. Work is just as hard as school.
I agree. Work is just as hard as school.	Sometimes i wish i was back in school.
Sometimes i wish i was back in school.	Me, Too. School was fun.
Me, Too. School was fun.	And it was only 12 years.
And it was only 12 years.	It went by pretty fast.
It went by pretty fast.	But work goes on forever!
But work goes on forever!	We have to work for 30 years!
I am sleepy.	So am i.
So am i.	I had a long day.
I had a long day.	So did i.
So did i.	I did not even have lunch.
I did not even have lunch.	Neither did i.
Neither did i.	I was busy the whole day.
I was busy the whole day.	So was i.
So was i.	I had to bring work home with me.
I had to bring work home with me.	I did too.
I did too.	Your day was just like mine.
Your day was just like mine.	Of course it was. We work together!
I do not like my job.	What do you do?
What do you do?	I am a babysitter.
I am a babysitter.	Is that a lot of work?
Is that a lot of work?	Babies cry all the time.
Babies cry all the time.	You have to change their diapers.
You have to change their diapers.	I have to feed them.
I have to feed them.	Are you looking for another job?
Are you looking for another job?	No, I am looking for another family.
No, I am looking for another family.	Another family?
Another family?	A family with only one baby.
A family with only one baby.	That is a good idea.
I need a job.	What was your last job?
What was your last job?	I was a painter.
I was a painter.	What happened?
What happened?	I got laid off because there was no work.
I got laid off because there was no work.	What else can you do?
What else can you do?	I am a handyman.
I am a handyman.	Can you fix a dripping faucet in a kitchen sink?
Can you fix a dripping faucet in a kitchen sink?	Of course.
Of course.	Then i have a job for you in my kitchen.
Then i have a job for you in my kitchen.	It will cost you only $20 plus parts.
It will cost you only $20 plus parts.	Okay. That sounds like a fair price.
What would you do if you lost your job?	I have no idea. I have been here for 20 years.
I have no idea. I have been here for 20 years.	Do you have any other skills?
Do you have any other skills?	Well, I know how to flip hamburgers.
Well, I know how to flip hamburgers.	No one would hire you to flip hamburgers.
No one would hire you to flip hamburgers.	Have you heard something that you're not telling me?
Have you heard something that you're not telling me?	What do you mean?
What do you mean?	Are there going to be layoffs at this place?
Are there going to be layoffs at this place?	I certainly hope not!
I certainly hope not!	If you got laid off, You'd be flipping hamburgers, Too.
If you got laid off, You'd be flipping hamburgers, Too.	Oh great, We could both work at burger king.
Oh great, We could both work at burger king.	Maybe we'd get laid off there, Too.
Do your students ever talk about their jobs?	Yes, And they ask me what jobs are the best.
Yes, And they ask me what jobs are the best.	I tell my students to become a teacher.
I tell my students to become a teacher.	Teaching is a great job.
Teaching is a great job.	It is the best job I have ever had.
It is the best job I have ever had.	What makes it so good?
What makes it so good?	For me, It is the students.
For me, It is the students.	What do you mean?
What do you mean?	I mean i have wonderful students.
I mean i have wonderful students.	That must be nice.
That must be nice.	Teaching is the best part of my whole day.
Teaching is the best part of my whole day.	You're a lucky man to have a job you love.
Boy, I am glad that job is finished.	How long did it take?
How long did it take?	Four hours, Without a break.
Four hours, Without a break.	It is always nice to finish a job.
It is always nice to finish a job.	Well, It is good and bad.
Well, It is good and bad.	What is bad about it?
What is bad about it?	When you finish, All you do is start another job!
When you finish, All you do is start another job!	Yes, That is right. It does get boring.
Yes, That is right. It does get boring.	Especially if it is the same work, Over and over.
Especially if it is the same work, Over and over.	But that is what most people do.
But that is what most people do.	Yes, I guess most of us are stuck in a routine.
Yes, I guess most of us are stuck in a routine.	I wonder if there is any job that you do not repeat over and over.
I think i have the worst boss in the world.	What makes him so bad?
What makes him so bad?	He is rude and he yells a lot.
He is rude and he yells a lot.	That is hard to take.
That is hard to take.	I have never heard him say please or thank you.
I have never heard him say please or thank you.	He sounds like a real jerk.
He sounds like a real jerk.	No one at work likes him.
No one at work likes him.	Cannot you report him to his supervisor?
Cannot you report him to his supervisor?	Of course not. If i do that, I will lose my job.
Of course not. If i do that, I will lose my job.	Yes, They do not like troublemakers or complainers.
Yes, They do not like troublemakers or complainers.	I cannot quit, Because I am making a good salary.
I cannot quit, Because I am making a good salary.	You should not choose money over happiness.
What are we going to do?	About what?
About what?	About finding a job for me.
About finding a job for me.	You do not need a job. I make enough money for both of us.
You do not need a job. I make enough money for both of us.	That does not matter. I do not want to sit around.
That does not matter. I do not want to sit around.	Okay, What kind of job do you want?
Okay, What kind of job do you want?	I am not sure.
I am not sure.	Well, You should do something that you enjoy.
Well, You should do something that you enjoy.	I enjoy selling. I was born to sell.
I enjoy selling. I was born to sell.	Okay, What do you want to sell?
Okay, What do you want to sell?	Cigarette lighters. I will make a fortune.
Cigarette lighters. I will make a fortune.	But you hate cigarettes and you hate smoking!
A new hotel is looking for workers.	Yes, I saw it on the tv news.
Yes, I saw it on the tv news.	They need 300 new workers.
They need 300 new workers.	And 4, 000 people showed up.
And 4, 000 people showed up.	So many people are out of work.
So many people are out of work.	I still have my job, Thank goodness.
I still have my job, Thank goodness.	So do i, But I am worried.
So do i, But I am worried.	Me too. There are no guarantees.
Me too. There are no guarantees.	If you lose your job, You can move in with me.
If you lose your job, You can move in with me.	Oh, Thank you. That is very nice of you.
Oh, Thank you. That is very nice of you.	You would do the same for me.
You would do the same for me.	Of course. What are friends for?
I think i did something real stupid.	What did you do?
What did you do?	I bought some stock.
I bought some stock.	Everybody buys stock.
Everybody buys stock.	I bought it on a hunch.
I bought it on a hunch.	You did not read about the company first?
You did not read about the company first?	I did not have to. It is been in business for 60 years.
I did not have to. It is been in business for 60 years.	So what is the problem?
So what is the problem?	I used all my savings on this one company.
I used all my savings on this one company.	You put all your eggs into one basket.
You put all your eggs into one basket.	If the company goes out of business, I will have nothing.
If the company goes out of business, I will have nothing.	Oh, You'll have somethingyou'll have a lesson you'll never forget!
I was going to be a doctor.	What happened to your plans?
What happened to your plans?	I got ad in college chemistry.
I got ad in college chemistry.	Well, Ad is better than an f.
Well, Ad is better than an f.	A tutor helped me get thed!
A tutor helped me get thed!	So, You did not become a doctor.
So, You did not become a doctor.	And now I am glad that i did not.
And now I am glad that i did not.	Why's that?
Why's that?	A hospital is the most dangerous place in the world.
A hospital is the most dangerous place in the world.	Oh, Yes, Because of all the killer germs.
Oh, Yes, Because of all the killer germs.	If you're a smart doctor, You stay away from hospitals.
If you're a smart doctor, You stay away from hospitals.	Yes, The smart doctors are those tv news doctorsno hospitals, No patients.
I want to be a mail carrier when i grow up.	Why?
Why?	Because you get to meet a lot of people.
Because you get to meet a lot of people.	You sure do.
You sure do.	And you get a lot of exercise every day.
And you get a lot of exercise every day.	That is the truth.
That is the truth.	And you get to play with a lot of dogs.
And you get to play with a lot of dogs.	Well, You're supposed to be working.
Well, You're supposed to be working.	Yes, But i will always pet the friendly dogs.
Yes, But i will always pet the friendly dogs.	What about the unfriendly dogs?
What about the unfriendly dogs?	I think if you are friendly to dogs, They are friendly to you.
I think if you are friendly to dogs, They are friendly to you.	Dogs are like peoplenot all of them are friendly.
I want to move to new york.	To the state or the city?
To the state or the city?	To the city, Of course.
To the city, Of course.	Why do you want to move there?
Why do you want to move there?	Because i want to make a lot of money.
Because i want to make a lot of money.	There are a lot of poor people in new york.
There are a lot of poor people in new york.	There sure areat least a million.
There sure areat least a million.	So how do you plan to become rich?
So how do you plan to become rich?	I will knock on the doors of all the corporations.
I will knock on the doors of all the corporations.	That will not make you rich. Nobody will talk to you.
That will not make you rich. Nobody will talk to you.	I will keep knocking on doors.
I will keep knocking on doors.	All you will get is sore knuckles.
I love salads.	Me too.
Me too.	I usually eat a simple salad.
I usually eat a simple salad.	What do you put in it?
What do you put in it?	Just lettuce, Tomato, And celery.
Just lettuce, Tomato, And celery.	That is it?
That is it?	I add some pepper and salt.
I add some pepper and salt.	I always put cheese in my salads.
I always put cheese in my salads.	Yes, Cheese is nice.
Yes, Cheese is nice.	What kind of dressing do you use?
What kind of dressing do you use?	I pour lots of french dressing on top.
I pour lots of french dressing on top.	Me too. French dressing is so delicious! Who cares about calories?
I love cheese.	Me too.
Me too.	Where does cheese come from?
Where does cheese come from?	It comes from cows.
It comes from cows.	So we get cheese from cows, And we get milk, Too?
So we get cheese from cows, And we get milk, Too?	Yes, We do.
Yes, We do.	What else do we get from cows?
What else do we get from cows?	We get hamburgers and steak.
We get hamburgers and steak.	Oh, That is so delicious.
Oh, That is so delicious.	We also get leather.
We also get leather.	We get a lot of things from cows, Do not we?
We get a lot of things from cows, Do not we?	Yes. A cow is man's best friend.
I used to work in a deli.	How did you like it?
How did you like it?	I loved it!
I loved it!	Did you get free food?
Did you get free food?	I ate free cheese and meat every day.
I ate free cheese and meat every day.	That sounds like a great job.
That sounds like a great job.	Whatever a customer ordered, I sliced off a little more for me.
Whatever a customer ordered, I sliced off a little more for me.	Did you get fat?
Did you get fat?	No, But i did put on a few pounds.
No, But i did put on a few pounds.	That sounds like a dream job.
That sounds like a dream job.	It was, Until one day my manager caught me.
It was, Until one day my manager caught me.	No more free cheese for you, Huh?
I am on a new diet.	What are you eating now?
What are you eating now?	I switched from pasta to potatoes.
I switched from pasta to potatoes.	Why did you do that?
Why did you do that?	Pasta is processed food. Potatoes are natural food.
Pasta is processed food. Potatoes are natural food.	Natural food has more vitamins.
Natural food has more vitamins.	And it is just as easy to prepare.
And it is just as easy to prepare.	How do you prepare the potatoes?
How do you prepare the potatoes?	I wash them, And then steam them for 15 minutes.
I wash them, And then steam them for 15 minutes.	That is pretty simple.
That is pretty simple.	Then i add butter, Salt, And pepper.
Then i add butter, Salt, And pepper.	Can i have all those cans of tomato sauce you bought for your pasta?
My girlfriend's mom got mad at me at the dinner table.	Why was that?
Why was that?	I sprinkled salt and pepper on the food before i tasted it.
I sprinkled salt and pepper on the food before i tasted it.	What is the matter with that?
What is the matter with that?	Her mom is a great cook.
Her mom is a great cook.	So, A little salt and pepper never hurt anything.
So, A little salt and pepper never hurt anything.	It hurt her feelings.
It hurt her feelings.	Oh.
Oh.	I apologized to her, But i could tell she was still upset.
I apologized to her, But i could tell she was still upset.	Maybe you should not eat there again.
Maybe you should not eat there again.	I am sure everything will be okay in a day or two.
I am sure everything will be okay in a day or two.	It is your girlfriend's fault. She should have warned you.
I eat the same thing every day.	You're kidding.
You're kidding.	No, I am serious.
No, I am serious.	Does not that get old?
Does not that get old?	No, Because I am eating food that i like.
No, Because I am eating food that i like.	But the same thing day after day gets old.
But the same thing day after day gets old.	Well, I guess if it ever does get old, I will change to something different.
Well, I guess if it ever does get old, I will change to something different.	Do you eat fruits and vegetables every day?
Do you eat fruits and vegetables every day?	No, I hate vegetables.
No, I hate vegetables.	But you eat fruits.
But you eat fruits.	I eat two apples, One banana, And one orange every day.
I eat two apples, One banana, And one orange every day.	Well, There is nothing wrong with that.
There is something wrong with my orange.	What is wrong?
What is wrong?	It is not orange!
It is not orange!	Your orange isn't orange?
Your orange isn't orange?	No, It is dark pink!
No, It is dark pink!	Are you sure? I never heard of such a thing.
Are you sure? I never heard of such a thing.	I just peeled it, And I am looking at it right now.
I just peeled it, And I am looking at it right now.	Let me see. Yes, You're right. Your orange is pink.
Let me see. Yes, You're right. Your orange is pink.	Who ever heard of such a thing?
Who ever heard of such a thing?	Oh, Look. Here's the little sticker that was on it. It is called a pink navel.
Oh, Look. Here's the little sticker that was on it. It is called a pink navel.	What is this world coming to?
What is this world coming to?	Who knows? Maybe soon we'll have pink bananas.
I love peanuts.	Me, Too. I love them roasted and salted.
Me, Too. I love them roasted and salted.	I love boiled peanuts.
I love boiled peanuts.	Boiled? I never heard of that.
Boiled? I never heard of that.	Just boil raw peanuts in salt water until the shells are soft.
Just boil raw peanuts in salt water until the shells are soft.	I will have to try them sometime.
I will have to try them sometime.	They are best when they are hot.
They are best when they are hot.	My brother is allergic to peanuts.
My brother is allergic to peanuts.	That is not good.
That is not good.	No, It isn't. He almost died when he was little.
No, It isn't. He almost died when he was little.	I guess he has to be very careful about what he eats.
I guess he has to be very careful about what he eats.	He has a very strict diet.
I am gaining weight.	How much have you gained?
How much have you gained?	Three pounds just this month.
Three pounds just this month.	Do you know why?
Do you know why?	I think it is the ice cream.
I think it is the ice cream.	You started eating ice cream?
You started eating ice cream?	It was on sale.
It was on sale.	How much did you buy?
How much did you buy?	I filled up my freezer with ice cream.
I filled up my freezer with ice cream.	Well, It will not last forever.
Well, It will not last forever.	No, I figure I will finish it all by next week.
No, I figure I will finish it all by next week.	Then you can start losing weight, If there isn't another sale.
I am stuffed.	Of course you are. You ate everything on the table.
Of course you are. You ate everything on the table.	I do not like to eat leftovers.
I do not like to eat leftovers.	I am glad to hear there is something you do not like to eat.
I am glad to hear there is something you do not like to eat.	I like my food hot and fresh.
I like my food hot and fresh.	You like to see it disappear.
You like to see it disappear.	I do not like it reheated.
I do not like it reheated.	Well, You'll have hot fresh food tomorrow night.
Well, You'll have hot fresh food tomorrow night.	I am so full I am going to burst.
I am so full I am going to burst.	You should loosen your belt.
You should loosen your belt.	I already loosened my belt and unbuttoned my pants.
I already loosened my belt and unbuttoned my pants.	Well, Do not stand up, Please.
I saw what you did.	I did not do anything.
I did not do anything.	Oh yes, You did.
Oh yes, You did.	What are you talking about?
What are you talking about?	You know what I am talking about.
You know what I am talking about.	I do not have any idea.
I do not have any idea.	You know what you did.
You know what you did.	Maybe i know, But how could you know?
Maybe i know, But how could you know?	Because i was watching you.
Because i was watching you.	Okay, I am sorry i did it.
Okay, I am sorry i did it.	Do not drink milk out of the carton. Use a glass!
Do not drink milk out of the carton. Use a glass!	I promise I will never drink out of the carton again.
I like that shirt.	So do i.
So do i.	How much is it?
How much is it?	I do not know. The tag is missing.
I do not know. The tag is missing.	Ask the clerk.
Ask the clerk.	I will.
I will.	Oh, Look. Here's another shirt just like it.
Oh, Look. Here's another shirt just like it.	Does it have a price tag?
Does it have a price tag?	Yes, It does. It is only $20.
Yes, It does. It is only $20.	That is a great price.
That is a great price.	I think I will buy both of them.
I think I will buy both of them.	You'd better try them on first.
I bought you a pair of pants.	Thank you.
Thank you.	I hope they fit.
I hope they fit.	I hope you kept the receipt.
I hope you kept the receipt.	You think they will not fit?
You think they will not fit?	I think I have put on some weight.
I think I have put on some weight.	You think?
You think?	Maybe a pound or two.
Maybe a pound or two.	Maybe four or five pounds?
Maybe four or five pounds?	My waist is bigger than it was.
My waist is bigger than it was.	No problem. These pants have an elastic waistband.
No problem. These pants have an elastic waistband.	You are so smart!
What do we need to buy?	Let me look at our list.
Let me look at our list.	I know that we need milk.
I know that we need milk.	Nonfat.
Nonfat.	Of course. What else?
Of course. What else?	We need cheese, Bread, And ham.
We need cheese, Bread, And ham.	What kind of cheese?
What kind of cheese?	Swiss.
Swiss.	Of course, The cheese with holes in it.
Of course, The cheese with holes in it.	I never used to buy swiss cheese.
I never used to buy swiss cheese.	Why not?
Why not?	I did not want to pay for the holes.
I need some pants.	I thought you just bought a pair.
I thought you just bought a pair.	I did.
I did.	What is wrong with them so soon?
What is wrong with them so soon?	The pants are fine, But the pocket has a huge hole in it.
The pants are fine, But the pocket has a huge hole in it.	You should not carry your keys and pens in your pocket.
You should not carry your keys and pens in your pocket.	But that is what pockets are for.
But that is what pockets are for.	You should carry them in a purse.
You should carry them in a purse.	I am a man, And men do not carry purses!
I am a man, And men do not carry purses!	Well, You should buy pants with stronger pockets.
Well, You should buy pants with stronger pockets.	I would if i could find someone who makes strong pockets.
I would if i could find someone who makes strong pockets.	Try a google search online.
What are those wipes for?	You use them to wipe the handle of the shopping cart.
You use them to wipe the handle of the shopping cart.	That is a great idea.
That is a great idea.	Yes, All the markets just started offering wipes to shoppers.
Yes, All the markets just started offering wipes to shoppers.	I am going to take five wipes.
I am going to take five wipes.	What do you need five of them for?
What do you need five of them for?	One to wipe the handle, And the others to wipe the produce.
One to wipe the handle, And the others to wipe the produce.	What is the matter with the produce?
What is the matter with the produce?	Do you think the bananas fell from the sky?
Do you think the bananas fell from the sky?	What do you mean?
What do you mean?	I mean, Someone used their dirty hands to pick the bananas, The apples, And the oranges.
I mean, Someone used their dirty hands to pick the bananas, The apples, And the oranges.	Well, You better save a wipe for the dirty dollar bills you're going to pay with.
Did you go to the 99 cents store?	Yes, I did.
Yes, I did.	What did you buy?
What did you buy?	Well, I got a lot of good deals, As usual.
Well, I got a lot of good deals, As usual.	Like what?
Like what?	Well, A dozen large eggs were only 99 cents.
Well, A dozen large eggs were only 99 cents.	That is a good deal.
That is a good deal.	And a one-pound tub of soft butter was the same price.
And a one-pound tub of soft butter was the same price.	Another good deal.
Another good deal.	But the best deal was five pounds of potatoes for 99 cents.
But the best deal was five pounds of potatoes for 99 cents.	I do not know how that store makes money.
I do not know how that store makes money.	Neither do i, But they are doing something right.
I need a new computer.	What is the matter with yours?
What is the matter with yours?	It is six years old.
It is six years old.	That is pretty old.
That is pretty old.	It still works, But I am going to give it to a charity.
It still works, But I am going to give it to a charity.	Are you going to buy a desktop or laptop?
Are you going to buy a desktop or laptop?	Oh, A laptop, Of course.
Oh, A laptop, Of course.	A pc or a mac?
A pc or a mac?	I haven't decided yet.
I haven't decided yet.	More and more people are using macs.
More and more people are using macs.	But 90 percent of the world uses pcs.
But 90 percent of the world uses pcs.	And that is not going to change anytime soon.
I got ripped off.	What happened?
What happened?	I had a car problem, So i went online.
I had a car problem, So i went online.	Did you find a solution?
Did you find a solution?	Yes, I did. A site i went to said they would send me the solution.
Yes, I did. A site i went to said they would send me the solution.	So, What is the problem?
So, What is the problem?	I sent them $20 using my credit card, But they never sent me the solution.
I sent them $20 using my credit card, But they never sent me the solution.	What are you going to do?
What are you going to do?	I sent them an email asking for my money back.
I sent them an email asking for my money back.	Have you heard from them?
Have you heard from them?	Not yet. It is been a week.
Not yet. It is been a week.	Well, I guess that is a $20 lesson for you.
Where's the pencil sharpener?	Which one?
Which one?	Any one. I need to sharpen this pencil.
Any one. I need to sharpen this pencil.	I think there is one on the dining room table.
I think there is one on the dining room table.	I already looked there.
I already looked there.	Did you look in the desk drawer?
Did you look in the desk drawer?	Yes, I looked there, Too.
Yes, I looked there, Too.	Do not we have about five sharpeners?
Do not we have about five sharpeners?	Yes, But they seem to have legs.
Yes, But they seem to have legs.	Tomorrow I am going to buy an electric sharpener.
Tomorrow I am going to buy an electric sharpener.	Get one with the rubber suction cups on the bottom.
Get one with the rubber suction cups on the bottom.	Yes. That way it will stay where i put it.
I am trying to stretch my dollars.	How are you doing that?
How are you doing that?	I started shopping at the dollar store.
I started shopping at the dollar store.	That saves a lot of money.
That saves a lot of money.	I bought three pounds of potatoes for a dollar.
I bought three pounds of potatoes for a dollar.	That is a good deal.
That is a good deal.	Yes, Even though some of the potatoes had eyes.
Yes, Even though some of the potatoes had eyes.	Just put them in the fridge.
Just put them in the fridge.	Also, I bought a can of cheap coffee and a bag of good coffee.
Also, I bought a can of cheap coffee and a bag of good coffee.	Why did you do that?
Why did you do that?	I mixed them together.
I mixed them together.	If the coffee still tastes okay, That is a good idea.
I really like this house.	Can we afford it?
Can we afford it?	They want 20 percent down.
They want 20 percent down.	That is a lot of money.
That is a lot of money.	But the house is so nice.
But the house is so nice.	It is in a great neighborhood.
It is in a great neighborhood.	It is close to the beach.
It is close to the beach.	It is close to the freeways.
It is close to the freeways.	It is got a big yard.
It is got a big yard.	The kids love the house, Too.
The kids love the house, Too.	If we do not buy it, Someone else will.
If we do not buy it, Someone else will.	You're right. Let us buy it now. We can worry later.
We cannot afford this house.	Are you sure?
Are you sure?	We will be house rich, But cash poor.
We will be house rich, But cash poor.	What do you mean?
What do you mean?	Our monthly payments will be too high.
Our monthly payments will be too high.	We will not have any money for other things?
We will not have any money for other things?	No, We will not have money for gas or food.
No, We will not have money for gas or food.	We'll be eating peanut butter sandwiches?
We'll be eating peanut butter sandwiches?	Without the peanut butter!
Without the peanut butter!	That is no good!
That is no good!	We have to find a cheaper house.
We have to find a cheaper house.	Of course. We cannot live without gas or peanut butter.
That is a beautiful house.	I do not like it.
I do not like it.	What is the matter with it?
What is the matter with it?	It is on the corner.
It is on the corner.	So?
So?	That means it gets twice as much traffic.
That means it gets twice as much traffic.	You're right.
You're right.	When you're inside, You will always hear cars stopping and stopping at the intersection.
When you're inside, You will always hear cars stopping and stopping at the intersection.	Or you'll hear the collision if someone does not stop.
Or you'll hear the collision if someone does not stop.	Or you'll see the collision if they crash into the house.
Or you'll see the collision if they crash into the house.	Let us find a house that is at the end of a dead end.
Let us find a house that is at the end of a dead end.	That is perfect. The less traffic, The better.
I hate looking for an apartment.	Me, Too.
Me, Too.	We have a 2 o'clock appointment to see the one on main street.
We have a 2 o'clock appointment to see the one on main street.	We'd better get ready to go.
We'd better get ready to go.	It is an upstairs unit.
It is an upstairs unit.	That is good, Because i do not want to live under people with loud feet.
That is good, Because i do not want to live under people with loud feet.	And it is a corner unit.
And it is a corner unit.	That is great. We will not have neighbors on both sides of us.
That is great. We will not have neighbors on both sides of us.	No pets are allowed.
No pets are allowed.	Perfect. We do not have to listen to barking dogs.
Perfect. We do not have to listen to barking dogs.	And there are only six units in the whole building.
And there are only six units in the whole building.	Where's the checkbook? I am ready to rent it without even seeing it.
Did you call the manager?	Yes. He said he'd come over tomorrow.
Yes. He said he'd come over tomorrow.	Did he say what time?
Did he say what time?	Yes. He said he'd be here at 9 o'clock.
Yes. He said he'd be here at 9 o'clock.	Did he understand what the problem is?
Did he understand what the problem is?	Yes. I told him our doorbell does not work.
Yes. I told him our doorbell does not work.	It should not take him long to fix it.
It should not take him long to fix it.	I do not even know why we need to fix it.
I do not even know why we need to fix it.	In case we have visitors.
In case we have visitors.	But they can just knock on the door.
But they can just knock on the door.	Actually, I want him to look at our carpet, Too.
Actually, I want him to look at our carpet, Too.	Yes, It would be nice if he'd give us a new carpet.
Do you like this house?	Yes, It is beautiful.
Yes, It is beautiful.	It is perfect for us and the kids.
It is perfect for us and the kids.	Three bedrooms, Three bathrooms, And a big back yard.
Three bedrooms, Three bathrooms, And a big back yard.	And we can afford it!
And we can afford it!	So are we going to buy it?
So are we going to buy it?	I am afraid not.
I am afraid not.	It is too far from your job, Isn't it?
It is too far from your job, Isn't it?	I cannot spend four hours on the road every day.
I cannot spend four hours on the road every day.	By the time you get home, You'll be too tired to even eat.
By the time you get home, You'll be too tired to even eat.	I will not be able to play with the kids.
I will not be able to play with the kids.	No, We have to find something closer to your job.
Boy, It is chilly outside, Isn't it?	It sure is.
It sure is.	In fact, It is chilly in the apartment, Too.
In fact, It is chilly in the apartment, Too.	Let us turn on the heat.
Let us turn on the heat.	I will check to make sure that all the windows are shut.
I will check to make sure that all the windows are shut.	It should be warmer in a few minutes.
It should be warmer in a few minutes.	It is so nice to have a heated apartment.
It is so nice to have a heated apartment.	How did they survive in the old days?
How did they survive in the old days?	They had fireplaces.
They had fireplaces.	Someone had to chop the wood.
Someone had to chop the wood.	And carry it into the house.
And carry it into the house.	All we have to do is flip a switch.
This is a nice neighborhood.	The streets are clean and quiet.
The streets are clean and quiet.	The neighbors do not party on the weekends.
The neighbors do not party on the weekends.	People take care of their lawns.
People take care of their lawns.	No rusty old cars are sitting in the front yards.
No rusty old cars are sitting in the front yards.	We never have to call the police about anything.
We never have to call the police about anything.	Our kids are completely safe.
Our kids are completely safe.	So why are we selling our house?
So why are we selling our house?	They are building a 3-story apartment building on the corner.
They are building a 3-story apartment building on the corner.	So we've got to sell before property values go down?
So we've got to sell before property values go down?	Yes. I still cannot believe our city council allowed this building.
Yes. I still cannot believe our city council allowed this building.	They are probably getting something under the table.
That was a huge fire insanta barbara.	Yes, It was.
Yes, It was.	They said about 30 houses burned to the ground.
They said about 30 houses burned to the ground.	And they were expensive houses.
And they were expensive houses.	I feel so sorry for those people.
I feel so sorry for those people.	Why feel sorry for rich people?
Why feel sorry for rich people?	I feel sorry for anyone who loses their home.
I feel sorry for anyone who loses their home.	So do i, But not if they are rich.
